snapshot_index,case_name,dataset_split,time_s,water_height_m,obstacle_height_m,obstacle_front_x_m,obstacle_width_m
9771,surrGrid_H0292_obsH0036_x0380,training_grid,0.275,0.292,0.036,0.38,0.024
9772,surrGrid_H0292_obsH0036_x0380,training_grid,0.3,0.292,0.036,0.38,0.024
9773,surrGrid_H0292_obsH0036_x0380,training_grid,0.325,0.292,0.036,0.38,0.024
9774,surrGrid_H0292_obsH0036_x0380,training_grid,0.35,0.292,0.036,0.38,0.024
9775,surrGrid_H0292_obsH0036_x0380,training_grid,0.375,0.292,0.036,0.38,0.024
9776,surrGrid_H0292_obsH0036_x0380,training_grid,0.4,0.292,0.036,0.38,0.024
9777,surrGrid_H0292_obsH0036_x0380,training_grid,0.425,0.292,0.036,0.38,0.024
9778,surrGrid_H0292_obsH0036_x0380,training_grid,0.45,0.292,0.036,0.38,0.024
9779,surrGrid_H0292_obsH0036_x0380,training_grid,0.475,0.292,0.036,0.38,0.024
9780,surrGrid_H0292_obsH0036_x0380,training_grid,0.5,0.292,0.036,0.38,0.024
9781,surrGrid_H0292_obsH0036_x0380,training_grid,0.525,0.292,0.036,0.38,0.024
9782,surrGrid_H0292_obsH0036_x0380,training_grid,0.55,0.292,0.036,0.38,0.024
9783,surrGrid_H0292_obsH0036_x0380,training_grid,0.575,0.292,0.036,0.38,0.024
9784,surrGrid_H0292_obsH0036_x0380,training_grid,0.6,0.292,0.036,0.38,0.024
9785,surrGrid_H0292_obsH0036_x0380,training_grid,0.625,0.292,0.036,0.38,0.024
9786,surrGrid_H0292_obsH0036_x0380,training_grid,0.65,0.292,0.036,0.38,0.024
9787,surrGrid_H0292_obsH0036_x0380,training_grid,0.675,0.292,0.036,0.38,0.024
9788,surrGrid_H0292_obsH0036_x0380,training_grid,0.7,0.292,0.036,0.38,0.024
9789,surrGrid_H0292_obsH0036_x0380,training_grid,0.725,0.292,0.036,0.38,0.024
9790,surrGrid_H0292_obsH0036_x0380,training_grid,0.75,0.292,0.036,0.38,0.024
9791,surrGrid_H0292_obsH0036_x0380,training_grid,0.775,0.292,0.036,0.38,0.024
9792,surrGrid_H0292_obsH0036_x0380,training_grid,0.8,0.292,0.036,0.38,0.024
9793,surrGrid_H0292_obsH0036_x0380,training_grid,0.825,0.292,0.036,0.38,0.024
9794,surrGrid_H0292_obsH0036_x0380,training_grid,0.85,0.292,0.036,0.38,0.024
9795,surrGrid_H0292_obsH0036_x0380,training_grid,0.875,0.292,0.036,0.38,0.024
9796,surrGrid_H0292_obsH0036_x0380,training_grid,0.9,0.292,0.036,0.38,0.024
9797,surrGrid_H0292_obsH0036_x0380,training_grid,0.925,0.292,0.036,0.38,0.024
9798,surrGrid_H0292_obsH0036_x0380,training_grid,0.95,0.292,0.036,0.38,0.024
9799,surrGrid_H0292_obsH0036_x0380,training_grid,0.975,0.292,0.036,0.38,0.024
9800,surrGrid_H0292_obsH0036_x0380,training_grid,1.0,0.292,0.036,0.38,0.024
9801,surrGrid_H0292_obsH0036_x0380,training_grid,1.025,0.292,0.036,0.38,0.024
9802,surrGrid_H0292_obsH0036_x0380,training_grid,1.05,0.292,0.036,0.38,0.024
9803,surrGrid_H0292_obsH0036_x0380,training_grid,1.075,0.292,0.036,0.38,0.024
9804,surrGrid_H0292_obsH0036_x0380,training_grid,1.1,0.292,0.036,0.38,0.024
9805,surrGrid_H0292_obsH0036_x0380,training_grid,1.125,0.292,0.036,0.38,0.024
9806,surrGrid_H0292_obsH0036_x0380,training_grid,1.15,0.292,0.036,0.38,0.024
9807,surrGrid_H0292_obsH0036_x0380,training_grid,1.175,0.292,0.036,0.38,0.024
9808,surrGrid_H0292_obsH0036_x0380,training_grid,1.2,0.292,0.036,0.38,0.024
9809,surrGrid_H0292_obsH0036_x0380,training_grid,1.225,0.292,0.036,0.38,0.024
9810,surrGrid_H0292_obsH0036_x0380,training_grid,1.25,0.292,0.036,0.38,0.024
9811,surrGrid_H0292_obsH0036_x0380,training_grid,1.275,0.292,0.036,0.38,0.024
9812,surrGrid_H0292_obsH0036_x0380,training_grid,1.3,0.292,0.036,0.38,0.024
9813,surrGrid_H0292_obsH0036_x0380,training_grid,1.325,0.292,0.036,0.38,0.024
9814,surrGrid_H0292_obsH0036_x0380,training_grid,1.35,0.292,0.036,0.38,0.024
9815,surrGrid_H0292_obsH0036_x0380,training_grid,1.375,0.292,0.036,0.38,0.024
9816,surrGrid_H0292_obsH0036_x0380,training_grid,1.4,0.292,0.036,0.38,0.024
9817,surrGrid_H0292_obsH0036_x0380,training_grid,1.425,0.292,0.036,0.38,0.024
9818,surrGrid_H0292_obsH0036_x0380,training_grid,1.45,0.292,0.036,0.38,0.024
9819,surrGrid_H0292_obsH0036_x0380,training_grid,1.475,0.292,0.036,0.38,0.024
9820,surrGrid_H0292_obsH0036_x0380,training_grid,1.5,0.292,0.036,0.38,0.024
9821,surrGrid_H0292_obsH0042_x0220,training_grid,0.0,0.292,0.042,0.22,0.024
9822,surrGrid_H0292_obsH0042_x0220,training_grid,0.025,0.292,0.042,0.22,0.024
9823,surrGrid_H0292_obsH0042_x0220,training_grid,0.05,0.292,0.042,0.22,0.024
9824,surrGrid_H0292_obsH0042_x0220,training_grid,0.075,0.292,0.042,0.22,0.024
9825,surrGrid_H0292_obsH0042_x0220,training_grid,0.1,0.292,0.042,0.22,0.024
9826,surrGrid_H0292_obsH0042_x0220,training_grid,0.125,0.292,0.042,0.22,0.024
9827,surrGrid_H0292_obsH0042_x0220,training_grid,0.15,0.292,0.042,0.22,0.024
9828,surrGrid_H0292_obsH0042_x0220,training_grid,0.175,0.292,0.042,0.22,0.024
9829,surrGrid_H0292_obsH0042_x0220,training_grid,0.2,0.292,0.042,0.22,0.024
9830,surrGrid_H0292_obsH0042_x0220,training_grid,0.225,0.292,0.042,0.22,0.024
9831,surrGrid_H0292_obsH0042_x0220,training_grid,0.25,0.292,0.042,0.22,0.024
9832,surrGrid_H0292_obsH0042_x0220,training_grid,0.275,0.292,0.042,0.22,0.024
9833,surrGrid_H0292_obsH0042_x0220,training_grid,0.3,0.292,0.042,0.22,0.024
9834,surrGrid_H0292_obsH0042_x0220,training_grid,0.325,0.292,0.042,0.22,0.024
9835,surrGrid_H0292_obsH0042_x0220,training_grid,0.35,0.292,0.042,0.22,0.024
9836,surrGrid_H0292_obsH0042_x0220,training_grid,0.375,0.292,0.042,0.22,0.024
9837,surrGrid_H0292_obsH0042_x0220,training_grid,0.4,0.292,0.042,0.22,0.024
9838,surrGrid_H0292_obsH0042_x0220,training_grid,0.425,0.292,0.042,0.22,0.024
9839,surrGrid_H0292_obsH0042_x0220,training_grid,0.45,0.292,0.042,0.22,0.024
9840,surrGrid_H0292_obsH0042_x0220,training_grid,0.475,0.292,0.042,0.22,0.024
9841,surrGrid_H0292_obsH0042_x0220,training_grid,0.5,0.292,0.042,0.22,0.024
9842,surrGrid_H0292_obsH0042_x0220,training_grid,0.525,0.292,0.042,0.22,0.024
9843,surrGrid_H0292_obsH0042_x0220,training_grid,0.55,0.292,0.042,0.22,0.024
9844,surrGrid_H0292_obsH0042_x0220,training_grid,0.575,0.292,0.042,0.22,0.024
9845,surrGrid_H0292_obsH0042_x0220,training_grid,0.6,0.292,0.042,0.22,0.024
9846,surrGrid_H0292_obsH0042_x0220,training_grid,0.625,0.292,0.042,0.22,0.024
9847,surrGrid_H0292_obsH0042_x0220,training_grid,0.65,0.292,0.042,0.22,0.024
9848,surrGrid_H0292_obsH0042_x0220,training_grid,0.675,0.292,0.042,0.22,0.024
9849,surrGrid_H0292_obsH0042_x0220,training_grid,0.7,0.292,0.042,0.22,0.024
9850,surrGrid_H0292_obsH0042_x0220,training_grid,0.725,0.292,0.042,0.22,0.024
9851,surrGrid_H0292_obsH0042_x0220,training_grid,0.75,0.292,0.042,0.22,0.024
9852,surrGrid_H0292_obsH0042_x0220,training_grid,0.775,0.292,0.042,0.22,0.024
9853,surrGrid_H0292_obsH0042_x0220,training_grid,0.8,0.292,0.042,0.22,0.024
9854,surrGrid_H0292_obsH0042_x0220,training_grid,0.825,0.292,0.042,0.22,0.024
9855,surrGrid_H0292_obsH0042_x0220,training_grid,0.85,0.292,0.042,0.22,0.024
9856,surrGrid_H0292_obsH0042_x0220,training_grid,0.875,0.292,0.042,0.22,0.024
9857,surrGrid_H0292_obsH0042_x0220,training_grid,0.9,0.292,0.042,0.22,0.024
9858,surrGrid_H0292_obsH0042_x0220,training_grid,0.925,0.292,0.042,0.22,0.024
9859,surrGrid_H0292_obsH0042_x0220,training_grid,0.95,0.292,0.042,0.22,0.024
9860,surrGrid_H0292_obsH0042_x0220,training_grid,0.975,0.292,0.042,0.22,0.024
9861,surrGrid_H0292_obsH0042_x0220,training_grid,1.0,0.292,0.042,0.22,0.024
9862,surrGrid_H0292_obsH0042_x0220,training_grid,1.025,0.292,0.042,0.22,0.024
9863,surrGrid_H0292_obsH0042_x0220,training_grid,1.05,0.292,0.042,0.22,0.024
9864,surrGrid_H0292_obsH0042_x0220,training_grid,1.075,0.292,0.042,0.22,0.024
9865,surrGrid_H0292_obsH0042_x0220,training_grid,1.1,0.292,0.042,0.22,0.024
9866,surrGrid_H0292_obsH0042_x0220,training_grid,1.125,0.292,0.042,0.22,0.024
9867,surrGrid_H0292_obsH0042_x0220,training_grid,1.15,0.292,0.042,0.22,0.024
9868,surrGrid_H0292_obsH0042_x0220,training_grid,1.175,0.292,0.042,0.22,0.024
9869,surrGrid_H0292_obsH0042_x0220,training_grid,1.2,0.292,0.042,0.22,0.024
9870,surrGrid_H0292_obsH0042_x0220,training_grid,1.225,0.292,0.042,0.22,0.024
9871,surrGrid_H0292_obsH0042_x0220,training_grid,1.25,0.292,0.042,0.22,0.024
9872,surrGrid_H0292_obsH0042_x0220,training_grid,1.275,0.292,0.042,0.22,0.024
9873,surrGrid_H0292_obsH0042_x0220,training_grid,1.3,0.292,0.042,0.22,0.024
9874,surrGrid_H0292_obsH0042_x0220,training_grid,1.325,0.292,0.042,0.22,0.024
9875,surrGrid_H0292_obsH0042_x0220,training_grid,1.35,0.292,0.042,0.22,0.024
9876,surrGrid_H0292_obsH0042_x0220,training_grid,1.375,0.292,0.042,0.22,0.024
9877,surrGrid_H0292_obsH0042_x0220,training_grid,1.4,0.292,0.042,0.22,0.024
9878,surrGrid_H0292_obsH0042_x0220,training_grid,1.425,0.292,0.042,0.22,0.024
9879,surrGrid_H0292_obsH0042_x0220,training_grid,1.45,0.292,0.042,0.22,0.024
9880,surrGrid_H0292_obsH0042_x0220,training_grid,1.475,0.292,0.042,0.22,0.024
9881,surrGrid_H0292_obsH0042_x0220,training_grid,1.5,0.292,0.042,0.22,0.024
9882,surrGrid_H0292_obsH0042_x0250,training_grid,0.0,0.292,0.042,0.25,0.024
9883,surrGrid_H0292_obsH0042_x0250,training_grid,0.025,0.292,0.042,0.25,0.024
9884,surrGrid_H0292_obsH0042_x0250,training_grid,0.05,0.292,0.042,0.25,0.024
9885,surrGrid_H0292_obsH0042_x0250,training_grid,0.075,0.292,0.042,0.25,0.024
9886,surrGrid_H0292_obsH0042_x0250,training_grid,0.1,0.292,0.042,0.25,0.024
9887,surrGrid_H0292_obsH0042_x0250,training_grid,0.125,0.292,0.042,0.25,0.024
9888,surrGrid_H0292_obsH0042_x0250,training_grid,0.15,0.292,0.042,0.25,0.024
9889,surrGrid_H0292_obsH0042_x0250,training_grid,0.175,0.292,0.042,0.25,0.024
9890,surrGrid_H0292_obsH0042_x0250,training_grid,0.2,0.292,0.042,0.25,0.024
9891,surrGrid_H0292_obsH0042_x0250,training_grid,0.225,0.292,0.042,0.25,0.024
9892,surrGrid_H0292_obsH0042_x0250,training_grid,0.25,0.292,0.042,0.25,0.024
9893,surrGrid_H0292_obsH0042_x0250,training_grid,0.275,0.292,0.042,0.25,0.024
9894,surrGrid_H0292_obsH0042_x0250,training_grid,0.3,0.292,0.042,0.25,0.024
9895,surrGrid_H0292_obsH0042_x0250,training_grid,0.325,0.292,0.042,0.25,0.024
9896,surrGrid_H0292_obsH0042_x0250,training_grid,0.35,0.292,0.042,0.25,0.024
9897,surrGrid_H0292_obsH0042_x0250,training_grid,0.375,0.292,0.042,0.25,0.024
9898,surrGrid_H0292_obsH0042_x0250,training_grid,0.4,0.292,0.042,0.25,0.024
9899,surrGrid_H0292_obsH0042_x0250,training_grid,0.425,0.292,0.042,0.25,0.024
9900,surrGrid_H0292_obsH0042_x0250,training_grid,0.45,0.292,0.042,0.25,0.024
9901,surrGrid_H0292_obsH0042_x0250,training_grid,0.475,0.292,0.042,0.25,0.024
9902,surrGrid_H0292_obsH0042_x0250,training_grid,0.5,0.292,0.042,0.25,0.024
9903,surrGrid_H0292_obsH0042_x0250,training_grid,0.525,0.292,0.042,0.25,0.024
9904,surrGrid_H0292_obsH0042_x0250,training_grid,0.55,0.292,0.042,0.25,0.024
9905,surrGrid_H0292_obsH0042_x0250,training_grid,0.575,0.292,0.042,0.25,0.024
9906,surrGrid_H0292_obsH0042_x0250,training_grid,0.6,0.292,0.042,0.25,0.024
9907,surrGrid_H0292_obsH0042_x0250,training_grid,0.625,0.292,0.042,0.25,0.024
9908,surrGrid_H0292_obsH0042_x0250,training_grid,0.65,0.292,0.042,0.25,0.024
9909,surrGrid_H0292_obsH0042_x0250,training_grid,0.675,0.292,0.042,0.25,0.024
9910,surrGrid_H0292_obsH0042_x0250,training_grid,0.7,0.292,0.042,0.25,0.024
9911,surrGrid_H0292_obsH0042_x0250,training_grid,0.725,0.292,0.042,0.25,0.024
9912,surrGrid_H0292_obsH0042_x0250,training_grid,0.75,0.292,0.042,0.25,0.024
9913,surrGrid_H0292_obsH0042_x0250,training_grid,0.775,0.292,0.042,0.25,0.024
9914,surrGrid_H0292_obsH0042_x0250,training_grid,0.8,0.292,0.042,0.25,0.024
9915,surrGrid_H0292_obsH0042_x0250,training_grid,0.825,0.292,0.042,0.25,0.024
9916,surrGrid_H0292_obsH0042_x0250,training_grid,0.85,0.292,0.042,0.25,0.024
9917,surrGrid_H0292_obsH0042_x0250,training_grid,0.875,0.292,0.042,0.25,0.024
9918,surrGrid_H0292_obsH0042_x0250,training_grid,0.9,0.292,0.042,0.25,0.024
9919,surrGrid_H0292_obsH0042_x0250,training_grid,0.925,0.292,0.042,0.25,0.024
9920,surrGrid_H0292_obsH0042_x0250,training_grid,0.95,0.292,0.042,0.25,0.024
9921,surrGrid_H0292_obsH0042_x0250,training_grid,0.975,0.292,0.042,0.25,0.024
9922,surrGrid_H0292_obsH0042_x0250,training_grid,1.0,0.292,0.042,0.25,0.024
9923,surrGrid_H0292_obsH0042_x0250,training_grid,1.025,0.292,0.042,0.25,0.024
9924,surrGrid_H0292_obsH0042_x0250,training_grid,1.05,0.292,0.042,0.25,0.024
9925,surrGrid_H0292_obsH0042_x0250,training_grid,1.075,0.292,0.042,0.25,0.024
9926,surrGrid_H0292_obsH0042_x0250,training_grid,1.1,0.292,0.042,0.25,0.024
9927,surrGrid_H0292_obsH0042_x0250,training_grid,1.125,0.292,0.042,0.25,0.024
9928,surrGrid_H0292_obsH0042_x0250,training_grid,1.15,0.292,0.042,0.25,0.024
9929,surrGrid_H0292_obsH0042_x0250,training_grid,1.175,0.292,0.042,0.25,0.024
9930,surrGrid_H0292_obsH0042_x0250,training_grid,1.2,0.292,0.042,0.25,0.024
9931,surrGrid_H0292_obsH0042_x0250,training_grid,1.225,0.292,0.042,0.25,0.024
9932,surrGrid_H0292_obsH0042_x0250,training_grid,1.25,0.292,0.042,0.25,0.024
9933,surrGrid_H0292_obsH0042_x0250,training_grid,1.275,0.292,0.042,0.25,0.024
9934,surrGrid_H0292_obsH0042_x0250,training_grid,1.3,0.292,0.042,0.25,0.024
9935,surrGrid_H0292_obsH0042_x0250,training_grid,1.325,0.292,0.042,0.25,0.024
9936,surrGrid_H0292_obsH0042_x0250,training_grid,1.35,0.292,0.042,0.25,0.024
9937,surrGrid_H0292_obsH0042_x0250,training_grid,1.375,0.292,0.042,0.25,0.024
9938,surrGrid_H0292_obsH0042_x0250,training_grid,1.4,0.292,0.042,0.25,0.024
9939,surrGrid_H0292_obsH0042_x0250,training_grid,1.425,0.292,0.042,0.25,0.024
9940,surrGrid_H0292_obsH0042_x0250,training_grid,1.45,0.292,0.042,0.25,0.024
9941,surrGrid_H0292_obsH0042_x0250,training_grid,1.475,0.292,0.042,0.25,0.024
9942,surrGrid_H0292_obsH0042_x0250,training_grid,1.5,0.292,0.042,0.25,0.024
9943,surrGrid_H0292_obsH0042_x0275,training_grid,0.0,0.292,0.042,0.275,0.024
9944,surrGrid_H0292_obsH0042_x0275,training_grid,0.025,0.292,0.042,0.275,0.024
9945,surrGrid_H0292_obsH0042_x0275,training_grid,0.05,0.292,0.042,0.275,0.024
9946,surrGrid_H0292_obsH0042_x0275,training_grid,0.075,0.292,0.042,0.275,0.024
9947,surrGrid_H0292_obsH0042_x0275,training_grid,0.1,0.292,0.042,0.275,0.024
9948,surrGrid_H0292_obsH0042_x0275,training_grid,0.125,0.292,0.042,0.275,0.024
9949,surrGrid_H0292_obsH0042_x0275,training_grid,0.15,0.292,0.042,0.275,0.024
9950,surrGrid_H0292_obsH0042_x0275,training_grid,0.175,0.292,0.042,0.275,0.024
9951,surrGrid_H0292_obsH0042_x0275,training_grid,0.2,0.292,0.042,0.275,0.024
9952,surrGrid_H0292_obsH0042_x0275,training_grid,0.225,0.292,0.042,0.275,0.024
9953,surrGrid_H0292_obsH0042_x0275,training_grid,0.25,0.292,0.042,0.275,0.024
9954,surrGrid_H0292_obsH0042_x0275,training_grid,0.275,0.292,0.042,0.275,0.024
9955,surrGrid_H0292_obsH0042_x0275,training_grid,0.3,0.292,0.042,0.275,0.024
9956,surrGrid_H0292_obsH0042_x0275,training_grid,0.325,0.292,0.042,0.275,0.024
9957,surrGrid_H0292_obsH0042_x0275,training_grid,0.35,0.292,0.042,0.275,0.024
9958,surrGrid_H0292_obsH0042_x0275,training_grid,0.375,0.292,0.042,0.275,0.024
9959,surrGrid_H0292_obsH0042_x0275,training_grid,0.4,0.292,0.042,0.275,0.024
9960,surrGrid_H0292_obsH0042_x0275,training_grid,0.425,0.292,0.042,0.275,0.024
9961,surrGrid_H0292_obsH0042_x0275,training_grid,0.45,0.292,0.042,0.275,0.024
9962,surrGrid_H0292_obsH0042_x0275,training_grid,0.475,0.292,0.042,0.275,0.024
9963,surrGrid_H0292_obsH0042_x0275,training_grid,0.5,0.292,0.042,0.275,0.024
9964,surrGrid_H0292_obsH0042_x0275,training_grid,0.525,0.292,0.042,0.275,0.024
9965,surrGrid_H0292_obsH0042_x0275,training_grid,0.55,0.292,0.042,0.275,0.024
9966,surrGrid_H0292_obsH0042_x0275,training_grid,0.575,0.292,0.042,0.275,0.024
9967,surrGrid_H0292_obsH0042_x0275,training_grid,0.6,0.292,0.042,0.275,0.024
9968,surrGrid_H0292_obsH0042_x0275,training_grid,0.625,0.292,0.042,0.275,0.024
9969,surrGrid_H0292_obsH0042_x0275,training_grid,0.65,0.292,0.042,0.275,0.024
9970,surrGrid_H0292_obsH0042_x0275,training_grid,0.675,0.292,0.042,0.275,0.024
9971,surrGrid_H0292_obsH0042_x0275,training_grid,0.7,0.292,0.042,0.275,0.024
9972,surrGrid_H0292_obsH0042_x0275,training_grid,0.725,0.292,0.042,0.275,0.024
9973,surrGrid_H0292_obsH0042_x0275,training_grid,0.75,0.292,0.042,0.275,0.024
9974,surrGrid_H0292_obsH0042_x0275,training_grid,0.775,0.292,0.042,0.275,0.024
9975,surrGrid_H0292_obsH0042_x0275,training_grid,0.8,0.292,0.042,0.275,0.024
9976,surrGrid_H0292_obsH0042_x0275,training_grid,0.825,0.292,0.042,0.275,0.024
9977,surrGrid_H0292_obsH0042_x0275,training_grid,0.85,0.292,0.042,0.275,0.024
9978,surrGrid_H0292_obsH0042_x0275,training_grid,0.875,0.292,0.042,0.275,0.024
9979,surrGrid_H0292_obsH0042_x0275,training_grid,0.9,0.292,0.042,0.275,0.024
9980,surrGrid_H0292_obsH0042_x0275,training_grid,0.925,0.292,0.042,0.275,0.024
9981,surrGrid_H0292_obsH0042_x0275,training_grid,0.95,0.292,0.042,0.275,0.024
9982,surrGrid_H0292_obsH0042_x0275,training_grid,0.975,0.292,0.042,0.275,0.024
9983,surrGrid_H0292_obsH0042_x0275,training_grid,1.0,0.292,0.042,0.275,0.024
9984,surrGrid_H0292_obsH0042_x0275,training_grid,1.025,0.292,0.042,0.275,0.024
9985,surrGrid_H0292_obsH0042_x0275,training_grid,1.05,0.292,0.042,0.275,0.024
9986,surrGrid_H0292_obsH0042_x0275,training_grid,1.075,0.292,0.042,0.275,0.024
9987,surrGrid_H0292_obsH0042_x0275,training_grid,1.1,0.292,0.042,0.275,0.024
9988,surrGrid_H0292_obsH0042_x0275,training_grid,1.125,0.292,0.042,0.275,0.024
9989,surrGrid_H0292_obsH0042_x0275,training_grid,1.15,0.292,0.042,0.275,0.024
9990,surrGrid_H0292_obsH0042_x0275,training_grid,1.175,0.292,0.042,0.275,0.024
9991,surrGrid_H0292_obsH0042_x0275,training_grid,1.2,0.292,0.042,0.275,0.024
9992,surrGrid_H0292_obsH0042_x0275,training_grid,1.225,0.292,0.042,0.275,0.024
9993,surrGrid_H0292_obsH0042_x0275,training_grid,1.25,0.292,0.042,0.275,0.024
9994,surrGrid_H0292_obsH0042_x0275,training_grid,1.275,0.292,0.042,0.275,0.024
9995,surrGrid_H0292_obsH0042_x0275,training_grid,1.3,0.292,0.042,0.275,0.024
9996,surrGrid_H0292_obsH0042_x0275,training_grid,1.325,0.292,0.042,0.275,0.024
9997,surrGrid_H0292_obsH0042_x0275,training_grid,1.35,0.292,0.042,0.275,0.024
9998,surrGrid_H0292_obsH0042_x0275,training_grid,1.375,0.292,0.042,0.275,0.024
9999,surrGrid_H0292_obsH0042_x0275,training_grid,1.4,0.292,0.042,0.275,0.024
10000,surrGrid_H0292_obsH0042_x0275,training_grid,1.425,0.292,0.042,0.275,0.024
10001,surrGrid_H0292_obsH0042_x0275,training_grid,1.45,0.292,0.042,0.275,0.024
10002,surrGrid_H0292_obsH0042_x0275,training_grid,1.475,0.292,0.042,0.275,0.024
10003,surrGrid_H0292_obsH0042_x0275,training_grid,1.5,0.292,0.042,0.275,0.024
10004,surrGrid_H0292_obsH0042_x0292,training_grid,0.0,0.292,0.042,0.292,0.024
10005,surrGrid_H0292_obsH0042_x0292,training_grid,0.025,0.292,0.042,0.292,0.024
10006,surrGrid_H0292_obsH0042_x0292,training_grid,0.05,0.292,0.042,0.292,0.024
10007,surrGrid_H0292_obsH0042_x0292,training_grid,0.075,0.292,0.042,0.292,0.024
10008,surrGrid_H0292_obsH0042_x0292,training_grid,0.1,0.292,0.042,0.292,0.024
10009,surrGrid_H0292_obsH0042_x0292,training_grid,0.125,0.292,0.042,0.292,0.024
10010,surrGrid_H0292_obsH0042_x0292,training_grid,0.15,0.292,0.042,0.292,0.024
10011,surrGrid_H0292_obsH0042_x0292,training_grid,0.175,0.292,0.042,0.292,0.024
10012,surrGrid_H0292_obsH0042_x0292,training_grid,0.2,0.292,0.042,0.292,0.024
10013,surrGrid_H0292_obsH0042_x0292,training_grid,0.225,0.292,0.042,0.292,0.024
10014,surrGrid_H0292_obsH0042_x0292,training_grid,0.25,0.292,0.042,0.292,0.024
10015,surrGrid_H0292_obsH0042_x0292,training_grid,0.275,0.292,0.042,0.292,0.024
10016,surrGrid_H0292_obsH0042_x0292,training_grid,0.3,0.292,0.042,0.292,0.024
10017,surrGrid_H0292_obsH0042_x0292,training_grid,0.325,0.292,0.042,0.292,0.024
10018,surrGrid_H0292_obsH0042_x0292,training_grid,0.35,0.292,0.042,0.292,0.024
10019,surrGrid_H0292_obsH0042_x0292,training_grid,0.375,0.292,0.042,0.292,0.024
10020,surrGrid_H0292_obsH0042_x0292,training_grid,0.4,0.292,0.042,0.292,0.024
10021,surrGrid_H0292_obsH0042_x0292,training_grid,0.425,0.292,0.042,0.292,0.024
10022,surrGrid_H0292_obsH0042_x0292,training_grid,0.45,0.292,0.042,0.292,0.024
10023,surrGrid_H0292_obsH0042_x0292,training_grid,0.475,0.292,0.042,0.292,0.024
10024,surrGrid_H0292_obsH0042_x0292,training_grid,0.5,0.292,0.042,0.292,0.024
10025,surrGrid_H0292_obsH0042_x0292,training_grid,0.525,0.292,0.042,0.292,0.024
10026,surrGrid_H0292_obsH0042_x0292,training_grid,0.55,0.292,0.042,0.292,0.024
10027,surrGrid_H0292_obsH0042_x0292,training_grid,0.575,0.292,0.042,0.292,0.024
10028,surrGrid_H0292_obsH0042_x0292,training_grid,0.6,0.292,0.042,0.292,0.024
10029,surrGrid_H0292_obsH0042_x0292,training_grid,0.625,0.292,0.042,0.292,0.024
10030,surrGrid_H0292_obsH0042_x0292,training_grid,0.65,0.292,0.042,0.292,0.024
10031,surrGrid_H0292_obsH0042_x0292,training_grid,0.675,0.292,0.042,0.292,0.024
10032,surrGrid_H0292_obsH0042_x0292,training_grid,0.7,0.292,0.042,0.292,0.024
10033,surrGrid_H0292_obsH0042_x0292,training_grid,0.725,0.292,0.042,0.292,0.024
10034,surrGrid_H0292_obsH0042_x0292,training_grid,0.75,0.292,0.042,0.292,0.024
10035,surrGrid_H0292_obsH0042_x0292,training_grid,0.775,0.292,0.042,0.292,0.024
10036,surrGrid_H0292_obsH0042_x0292,training_grid,0.8,0.292,0.042,0.292,0.024
10037,surrGrid_H0292_obsH0042_x0292,training_grid,0.825,0.292,0.042,0.292,0.024
10038,surrGrid_H0292_obsH0042_x0292,training_grid,0.85,0.292,0.042,0.292,0.024
10039,surrGrid_H0292_obsH0042_x0292,training_grid,0.875,0.292,0.042,0.292,0.024
10040,surrGrid_H0292_obsH0042_x0292,training_grid,0.9,0.292,0.042,0.292,0.024
10041,surrGrid_H0292_obsH0042_x0292,training_grid,0.925,0.292,0.042,0.292,0.024
10042,surrGrid_H0292_obsH0042_x0292,training_grid,0.95,0.292,0.042,0.292,0.024
10043,surrGrid_H0292_obsH0042_x0292,training_grid,0.975,0.292,0.042,0.292,0.024
10044,surrGrid_H0292_obsH0042_x0292,training_grid,1.0,0.292,0.042,0.292,0.024
10045,surrGrid_H0292_obsH0042_x0292,training_grid,1.025,0.292,0.042,0.292,0.024
10046,surrGrid_H0292_obsH0042_x0292,training_grid,1.05,0.292,0.042,0.292,0.024
10047,surrGrid_H0292_obsH0042_x0292,training_grid,1.075,0.292,0.042,0.292,0.024
10048,surrGrid_H0292_obsH0042_x0292,training_grid,1.1,0.292,0.042,0.292,0.024
10049,surrGrid_H0292_obsH0042_x0292,training_grid,1.125,0.292,0.042,0.292,0.024
10050,surrGrid_H0292_obsH0042_x0292,training_grid,1.15,0.292,0.042,0.292,0.024
10051,surrGrid_H0292_obsH0042_x0292,training_grid,1.175,0.292,0.042,0.292,0.024
10052,surrGrid_H0292_obsH0042_x0292,training_grid,1.2,0.292,0.042,0.292,0.024
10053,surrGrid_H0292_obsH0042_x0292,training_grid,1.225,0.292,0.042,0.292,0.024
10054,surrGrid_H0292_obsH0042_x0292,training_grid,1.25,0.292,0.042,0.292,0.024
10055,surrGrid_H0292_obsH0042_x0292,training_grid,1.275,0.292,0.042,0.292,0.024
10056,surrGrid_H0292_obsH0042_x0292,training_grid,1.3,0.292,0.042,0.292,0.024
10057,surrGrid_H0292_obsH0042_x0292,training_grid,1.325,0.292,0.042,0.292,0.024
10058,surrGrid_H0292_obsH0042_x0292,training_grid,1.35,0.292,0.042,0.292,0.024
10059,surrGrid_H0292_obsH0042_x0292,training_grid,1.375,0.292,0.042,0.292,0.024
10060,surrGrid_H0292_obsH0042_x0292,training_grid,1.4,0.292,0.042,0.292,0.024
